index,tvBench_id,db_id,question,source,gold,pred
3064,620@y_name@ASC,college_2,"Find the number of rooms with more than 50 capacity for each building Show bar chart , display y axis in asc order .","<N> Find the number of rooms with more than 50 capacity for each building Show bar chart , display y axis in asc order . </N> <C> mark [T] data classroom encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> classroom <COL> building capacity room_number </COL> <VAL> 40 Main 700 547 180 </VAL> </D>",mark bar data classroom encoding x building y aggregate count building transform filter capacity > 50 group x sort y asc,mark bar data classroom encoding x building y aggregate count building transform filter capacity > 700 group x sort y asc
3076,3062@x_name@ASC,tvshow,"Find the pixel aspect ratio and the nation of the tv channels that do not use English Show the number of different pixel aspect ratios with a bar chart , I want to show by the Pixel_aspect_ratio_PAR in ascending .","<N> Find the pixel aspect ratio and the nation of the tv channels that do not use English Show the number of different pixel aspect ratios with a bar chart , I want to show by the Pixel_aspect_ratio_PAR in ascending . </N> <C> mark [T] data tv_channel encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> tv_channel <COL> pixel_aspect_ratio_par id language hight_definition_tv package_option </COL> <VAL> English no Option </VAL> </D>",mark bar data tv_channel encoding x pixel_aspect_ratio_par y aggregate count pixel_aspect_ratio_par transform filter language != 'english' group x sort x asc,mark bar data tv_channel encoding x pixel_aspect_ratio_par y aggregate count pixel_aspect_ratio_par transform filter language != 'english' group x sort y asc
3090,2763@y_name@ASC,ship_mission,"Compare the total number of each fate with a bar chart , and display Y-axis from low to high order .","<N> Compare the total number of each fate with a bar chart , and display Y-axis from low to high order . </N> <C> mark [T] data mission encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> mission <COL> fate </COL> <VAL> </VAL> </D>",mark bar data mission encoding x fate y aggregate count fate transform group x sort y asc,mark bar data mission encoding x fate y aggregate count distinct fate transform group fate sort y asc
3094,620@x_name@DESC,college_2,"Display a bar chart for how many rooms in each building have a capacity of over 50 ? , and I want to show in desc by the x-axis .","<N> Display a bar chart for how many rooms in each building have a capacity of over 50 ? , and I want to show in desc by the x-axis . </N> <C> mark [T] data classroom encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> classroom <COL> building capacity room_number </COL> <VAL> 40 Power Main 700 547 180 </VAL> </D>",mark bar data classroom encoding x building y aggregate count building transform filter capacity > 50 group x sort x desc,"mark bar data classroom encoding x building y aggregate count building transform filter capacity > max(capacity) = ""f"" group building"
3102,829@x_name@ASC,cre_Docs_and_Epenses,"Show the number of document type for different document type description in a bar chart , and show in ascending by the x-axis .","<N> Show the number of document type for different document type description in a bar chart , and show in ascending by the x-axis . </N> <C> mark [T] data ref_document_types encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> ref_document_types <COL> document_type_description </COL> <VAL> fun </VAL> </D>",mark bar data ref_document_types encoding x document_type_description y aggregate count document_type_description transform group x sort x asc,mark bar data ref_document_types encoding x document_type_description y aggregate count distinct document_type_description transform group document_type_description
3112,515@y_name@DESC,college_1,"How many departments are in each school Show bar chart , could you sort by the total number in descending ?","<N> How many departments are in each school Show bar chart , could you sort by the total number in descending ? </N> <C> mark [T] data department encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> department <COL> </COL> <VAL> </VAL> </D>",mark bar data department encoding x school_code y aggregate count distinct dept_name transform sort count(distinct dept_name) desc,mark bar data department encoding x school_code y aggregate count distinct dept_name transform sort count(distinct dept_address) desc
3124,2523,party_people,"How many parties of the time they took office , binning the left office into Weekday interval , and then split by the minister's name .","<N> How many parties of the time they took office , binning the left office into Weekday interval , and then split by the minister's name . </N> <C> mark [T] data party encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> party <COL> took_office left_office minister </COL> <VAL> </VAL> </D>",mark bar data party encoding x left_office y aggregate count left_office color minister transform bin x by weekday,mark bar data party encoding x took_office y aggregate count took_office color minister transform bin x by weekday
3126,11@y_name@ASC,activity_1,"How many faculty members do we have for each rank and gender ? Plot them as bar chart , I want to sort y axis in asc order .","<N> How many faculty members do we have for each rank and gender ? Plot them as bar chart , I want to sort y axis in asc order . </N> <C> mark [T] data faculty encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> faculty <COL> rank lname fname </COL> <VAL> Frank Beach Han Mark Rao Gert Pang Yair </VAL> </D>",mark bar data faculty encoding x rank y aggregate count rank color sex transform group x sort y asc,mark bar data faculty encoding x rank y aggregate count rank transform group x sort y asc
3134,2917@x_name@DESC,swimming,"Give me the comparison about meter_100 over the meter_300 by a bar chart , list X in descending order .","<N> Give me the comparison about meter_100 over the meter_300 by a bar chart , list X in descending order . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 id meter_700 meter_600 meter_500 meter_400 meter_200 name time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort x desc,mark bar data swimmer encoding x name y aggregate none meter_100 transform sort x desc
3140,1248@y_name@DESC,e_learning,"What are the number of the dates of the latest logon of the students with family name ""Jaskolski"" or ""Langosh"" ? , and show in descending by the Y .","<N> What are the number of the dates of the latest logon of the students with family name ""Jaskolski"" or ""Langosh"" ? , and show in descending by the Y . </N> <C> mark [T] data students encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> students <COL> family_name personal_name </COL> <VAL> Cary Ward </VAL> </D>","mark bar data students encoding x date_of_latest_logon y aggregate count date_of_latest_logon transform filter family_name = ""jaskolski"" or family_name = ""langosh"" sort y desc bin x by weekday",mark bar data students encoding x family_name y aggregate count family_name transform filter emp_jobcode = 'prof' group x sort y desc
3144,1185@y_name@DESC,dog_kennels,"Create a bar chart showing the number of date departed across date departed , and sort in descending by the total number .","<N> Create a bar chart showing the number of date departed across date departed , and sort in descending by the total number . </N> <C> mark [T] data dogs encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> dogs <COL> date_departed name age </COL> <VAL> </VAL> </D>",mark bar data dogs encoding x date_departed y aggregate count date_departed transform sort y desc bin x by weekday,mark bar data dogs encoding x date_departed y aggregate count date_departed transform group x sort y desc
3146,11@y_name@DESC,activity_1,"How many faculty members do we have for each rank and gender ? Plot them as bar chart , rank by the y-axis in descending please .","<N> How many faculty members do we have for each rank and gender ? Plot them as bar chart , rank by the y-axis in descending please . </N> <C> mark [T] data faculty encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> faculty <COL> rank lname fname </COL> <VAL> Frank Beach Han Mark Rao Pang Yair </VAL> </D>",mark bar data faculty encoding x rank y aggregate count rank color sex transform group x sort y desc,mark bar data faculty encoding x rank y aggregate count rank transform group x sort y desc
3154,11@y_name@ASC,activity_1,"Show all the ranks and the number of male and female faculty for each rank in a bar chart , rank by the Y in ascending .","<N> Show all the ranks and the number of male and female faculty for each rank in a bar chart , rank by the Y in ascending . </N> <C> mark [T] data faculty encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> faculty <COL> rank lname fname </COL> <VAL> Hall Frank Beach Mark Pang Paul Fill Han Yair </VAL> </D>",mark bar data faculty encoding x rank y aggregate count rank color sex transform group x sort y asc,mark bar data faculty encoding x rank y aggregate count rank transform group x sort y asc
